,predictions,prob_0,prob_1,labels
602,0,0.90225303,0.097746976,0.0
603,0,0.9258464,0.074153595,0.0
604,0,0.930006,0.06999396,0.0
605,1,0.38666934,0.61333066,0.0
606,0,0.53586924,0.46413073,0.0
607,0,0.6033747,0.3966253,0.0
608,0,0.9782497,0.021750275,0.0
609,0,0.9255172,0.074482806,0.0
610,0,0.9649543,0.035045676,0.0
611,0,0.97317415,0.026825838,0.0
612,0,0.94096804,0.059031967,0.0
613,0,0.9782497,0.021750275,0.0
614,0,0.9048331,0.095166914,0.0
615,1,0.48041588,0.5195841,1.0
616,0,0.6085547,0.3914453,0.0
617,0,0.93042713,0.06957285,0.0
618,0,0.670107,0.32989296,1.0
619,0,0.84647477,0.15352523,0.0
620,0,0.6078255,0.3921745,0.0
621,1,0.10951465,0.89048535,0.0
622,0,0.70330286,0.2966971,1.0
623,0,0.9067929,0.093207136,0.0
624,0,0.94096804,0.059031967,0.0
625,0,0.90492535,0.095074676,0.0
626,1,0.18463951,0.8153605,0.0
627,0,0.93913287,0.060867112,0.0
628,0,0.9820599,0.017940123,0.0
629,0,0.9782497,0.021750275,0.0
630,0,0.5595044,0.44049564,0.0
631,1,0.021505237,0.97849476,1.0
632,0,0.6550975,0.3449025,1.0
633,0,0.9068487,0.09315126,0.0
634,0,0.8631019,0.13689812,0.0
635,0,0.751018,0.248982,1.0
636,0,0.93947315,0.060526844,0.0
637,1,0.13034779,0.8696522,0.0
638,0,0.87576926,0.124230765,1.0
639,0,0.9465231,0.0534769,0.0
640,0,0.5047078,0.49529222,0.0
641,0,0.9845363,0.015463734,0.0
642,0,0.5377774,0.46222255,0.0
643,0,0.85749054,0.14250945,0.0
644,0,0.9482629,0.051737152,0.0
645,0,0.94096804,0.059031967,0.0
646,0,0.96510386,0.03489613,0.0
647,0,0.7957521,0.20424788,0.0
648,0,0.7956989,0.20430113,0.0
649,1,0.3718065,0.6281935,0.0
650,0,0.9177122,0.08228781,0.0
651,1,0.28650546,0.71349454,1.0
652,0,0.84858847,0.15141156,0.0
653,0,0.802331,0.19766904,0.0
654,0,0.7252757,0.2747243,0.0
655,0,0.7221526,0.27784738,0.0
656,0,0.9377945,0.06220548,0.0
657,0,0.88785017,0.112149805,0.0
658,0,0.96536964,0.03463037,0.0
659,0,0.879813,0.12018697,0.0
660,0,0.689085,0.310915,1.0
661,0,0.95094985,0.04905014,0.0
662,0,0.8796225,0.12037746,0.0
663,0,0.8870436,0.11295642,0.0
664,1,0.14227945,0.85772055,1.0
665,1,0.3968296,0.6031704,1.0
666,0,0.94096804,0.059031967,0.0
667,0,0.8290565,0.17094351,0.0
668,0,0.5992701,0.4007299,0.0
669,0,0.7377467,0.26225328,0.0
670,0,0.9845363,0.015463734,0.0
671,0,0.704551,0.29544905,0.0
672,0,0.9258464,0.074153595,1.0
673,0,0.930006,0.06999396,0.0
674,0,0.9522586,0.047741387,1.0
675,0,0.5587126,0.4412874,0.0
676,0,0.9465231,0.0534769,1.0
677,0,0.6324147,0.3675853,0.0
678,0,0.80598754,0.19401248,0.0
679,0,0.9108922,0.08910779,0.0
680,0,0.94096804,0.059031967,0.0
681,0,0.9465231,0.0534769,0.0
682,0,0.9275162,0.072483756,0.0
683,0,0.9845363,0.015463734,0.0
684,0,0.9465231,0.0534769,0.0
685,0,0.8384906,0.16150942,0.0
686,1,0.1559335,0.8440665,1.0
687,0,0.88699305,0.11300693,0.0
688,0,0.83398855,0.16601144,0.0
689,0,0.9707424,0.029257623,0.0
690,1,0.24319011,0.7568099,0.0
691,0,0.9845363,0.015463734,0.0
692,0,0.8464824,0.15351762,0.0
693,0,0.9692621,0.030737894,0.0
694,0,0.53393203,0.46606797,0.0
695,0,0.87282604,0.12717395,1.0
696,0,0.94096804,0.059031967,0.0
697,0,0.7865181,0.21348193,0.0
698,0,0.94271183,0.05728814,0.0
699,1,0.25687993,0.7431201,1.0
700,0,0.93312114,0.06687886,0.0
701,0,0.89740694,0.10259309,1.0
702,0,0.86531454,0.13468546,0.0
703,1,0.4940573,0.5059427,0.0
704,1,0.29083735,0.70916265,1.0
705,0,0.9558958,0.044104222,0.0
706,0,0.94823927,0.051760726,0.0
707,0,0.930006,0.06999396,0.0
708,0,0.83153826,0.16846174,1.0
709,0,0.8036059,0.19639409,0.0
710,0,0.7772341,0.2227659,0.0
711,0,0.95387596,0.04612402,0.0
712,0,0.9519807,0.048019286,0.0
713,0,0.88979304,0.11020697,0.0
714,0,0.7323007,0.2676993,0.0
715,0,0.89740694,0.10259309,0.0
716,0,0.87158316,0.12841684,0.0
717,0,0.7392926,0.26070738,0.0
718,0,0.9467818,0.05321816,0.0
719,0,0.5129655,0.4870345,0.0
720,1,0.29638594,0.70361406,0.0
721,0,0.54865617,0.45134383,0.0
722,0,0.8316281,0.16837189,0.0
723,0,0.8647541,0.1352459,1.0
724,0,0.77955014,0.22044988,0.0
725,1,0.4669088,0.5330912,0.0
726,0,0.82857704,0.17142297,0.0
727,0,0.7994667,0.2005333,0.0
728,0,0.856659,0.14334102,1.0
729,0,0.7600086,0.23999144,1.0
730,0,0.97464406,0.025355935,0.0
731,0,0.930006,0.06999396,0.0
732,0,0.5708146,0.42918536,0.0
733,0,0.91848683,0.08151314,0.0
734,0,0.82329774,0.17670225,0.0
735,0,0.9258464,0.074153595,0.0
736,0,0.91228384,0.08771616,0.0
737,0,0.5573571,0.4426429,0.0
738,0,0.85749054,0.14250945,0.0
739,0,0.6772951,0.32270494,1.0
740,1,0.22196501,0.778035,1.0
741,0,0.94096804,0.059031967,0.0
742,0,0.9638539,0.03614613,0.0
743,1,0.40231436,0.59768564,0.0
744,0,0.9184381,0.08156191,0.0
745,0,0.9077894,0.09221057,0.0
746,0,0.9832533,0.016746689,0.0
747,0,0.8858214,0.11417862,0.0
748,0,0.76127774,0.23872225,0.0
749,0,0.9148769,0.085123144,0.0
750,0,0.86531454,0.13468546,0.0
751,0,0.9505164,0.04948362,0.0
752,0,0.87473035,0.12526962,1.0
753,0,0.892833,0.10716698,1.0
754,0,0.9447583,0.05524169,0.0
755,0,0.95094985,0.04905014,0.0
756,0,0.9603305,0.03966949,1.0
757,0,0.9258464,0.074153595,0.0
758,0,0.84079945,0.15920052,0.0
759,0,0.86759925,0.13240075,0.0
760,0,0.6936367,0.30636328,0.0
761,0,0.9115748,0.08842522,0.0
762,0,0.7544257,0.24557431,0.0
763,0,0.85635406,0.14364593,0.0
764,0,0.930006,0.06999396,0.0
765,0,0.9255172,0.074482806,0.0
766,1,0.44687325,0.55312675,0.0
767,0,0.94252294,0.057477057,0.0
768,1,0.49800408,0.5019959,0.0
769,0,0.89169633,0.10830368,0.0
770,1,0.24881834,0.75118166,0.0
771,1,0.4763674,0.5236326,1.0
772,0,0.86545074,0.13454929,0.0
773,0,0.9040622,0.09593777,0.0
774,1,0.34931386,0.65068614,0.0
775,1,0.47828102,0.521719,1.0
776,0,0.930006,0.06999396,0.0
777,0,0.9258464,0.074153595,0.0
778,0,0.91937625,0.080623776,0.0
779,0,0.8821425,0.11785749,1.0
780,0,0.7865181,0.21348193,1.0
781,0,0.751157,0.24884303,1.0
782,0,0.9287458,0.07125421,0.0
783,0,0.9844783,0.015521685,0.0
784,0,0.7862154,0.21378455,0.0
785,0,0.9638539,0.03614613,0.0
786,1,0.23941165,0.76058835,0.0
787,1,0.3405109,0.6594891,1.0
788,0,0.80599177,0.19400825,1.0
789,0,0.8952759,0.10472412,0.0
790,0,0.9845363,0.015463734,0.0
791,0,0.9255172,0.074482806,0.0
792,0,0.6016135,0.3983865,0.0
793,0,0.9638539,0.03614613,1.0
794,0,0.9782497,0.021750275,0.0
795,0,0.9465231,0.0534769,0.0
796,0,0.93302244,0.066977575,0.0
797,1,0.41059166,0.58940834,1.0
798,0,0.96510386,0.03489613,0.0
799,0,0.8582506,0.14174935,0.0
800,1,0.27370727,0.7262927,0.0
801,0,0.93802094,0.061979074,0.0
802,0,0.8460597,0.15394035,0.0
803,0,0.9845363,0.015463734,0.0
804,0,0.80260336,0.19739664,1.0
805,0,0.9501029,0.0498971,0.0
806,0,0.9482629,0.051737152,0.0
807,0,0.76635766,0.23364232,0.0
808,0,0.8058547,0.19414532,0.0
809,0,0.7074617,0.29253832,1.0
810,0,0.7262895,0.2737105,0.0
811,0,0.930006,0.06999396,1.0
812,0,0.7335205,0.26647946,0.0
813,0,0.7635716,0.2364284,0.0
814,0,0.93144834,0.06855168,0.0
815,0,0.79251075,0.20748925,0.0
816,1,0.44723898,0.552761,0.0
817,0,0.899804,0.10019601,0.0
818,0,0.58436763,0.4156324,0.0
819,0,0.9258464,0.074153595,0.0
820,0,0.7711772,0.22882284,0.0
821,0,0.9927922,0.0072077913,0.0
822,0,0.8929162,0.10708382,1.0
823,1,0.40083903,0.59916097,1.0
824,0,0.94167393,0.05832609,0.0
825,0,0.96510386,0.03489613,1.0
826,0,0.8474998,0.15250021,1.0
827,0,0.86507976,0.13492024,0.0
828,0,0.9334587,0.0665413,0.0
829,0,0.64428127,0.35571873,0.0
830,0,0.9258464,0.074153595,0.0
831,0,0.9040622,0.09593777,0.0
832,0,0.84315944,0.1568406,0.0
833,0,0.8746732,0.12532683,1.0
834,0,0.9845363,0.015463734,0.0
835,1,0.057236135,0.94276386,1.0
836,0,0.96510386,0.03489613,0.0
837,0,0.7928778,0.20712224,0.0
838,0,0.5595952,0.44040477,0.0
839,0,0.7405236,0.2594764,0.0
840,1,0.15882236,0.84117764,0.0
841,0,0.55256754,0.44743246,0.0
842,0,0.89123523,0.108764745,0.0
843,1,0.112333536,0.88766646,1.0
844,0,0.670107,0.32989296,0.0
845,1,0.3187619,0.6812381,0.0
846,0,0.7673641,0.23263592,1.0
847,0,0.85514736,0.14485262,1.0
848,0,0.68578553,0.31421444,0.0
849,0,0.87473035,0.12526962,0.0
850,0,0.82225,0.17775002,0.0
851,0,0.9258464,0.074153595,0.0
852,0,0.8145194,0.18548062,0.0
853,0,0.92437327,0.075626716,1.0
854,1,0.31953675,0.68046325,1.0
855,0,0.6916302,0.30836982,1.0
856,0,0.9820599,0.017940123,0.0
857,0,0.95601267,0.04398732,0.0
858,0,0.930006,0.06999396,1.0
859,0,0.8245109,0.17548914,0.0
860,0,0.9845363,0.015463734,0.0
861,0,0.7788861,0.22111389,1.0
862,0,0.9845363,0.015463734,0.0
863,0,0.8330639,0.1669361,0.0
864,0,0.978526,0.021474011,0.0
865,1,0.05455655,0.94544345,1.0
866,1,0.4367097,0.5632903,0.0
867,0,0.93657756,0.063422434,0.0
868,0,0.967069,0.032931022,0.0
869,0,0.9255172,0.074482806,0.0
870,1,0.1914714,0.8085286,1.0
871,1,0.3832636,0.6167364,0.0
872,0,0.8607007,0.1392993,1.0
873,0,0.9467818,0.05321816,0.0
874,0,0.5128319,0.48716804,0.0
875,0,0.96536964,0.03463037,0.0
876,1,0.05707246,0.94292754,0.0
877,0,0.9782497,0.021750275,0.0
878,0,0.8940911,0.105908886,0.0
879,0,0.9305092,0.06949079,0.0
880,0,0.9822958,0.017704204,0.0
881,1,0.06610137,0.9338986,1.0
882,0,0.9549367,0.045063317,0.0
883,0,0.6537299,0.34627005,1.0
884,1,0.22773719,0.7722628,0.0
885,0,0.7189466,0.28105342,1.0
886,0,0.9662533,0.033746697,0.0
887,0,0.83153826,0.16846174,0.0
888,0,0.9425449,0.05745511,0.0
889,0,0.55990744,0.44009256,0.0
890,0,0.9334587,0.0665413,0.0
891,0,0.75843775,0.24156223,0.0
892,0,0.7846851,0.21531494,1.0
893,0,0.94096804,0.059031967,0.0
894,0,0.95136184,0.048638158,0.0
895,0,0.6194964,0.3805036,0.0
896,1,0.4162032,0.5837968,1.0
897,0,0.94108224,0.05891778,0.0
898,0,0.9751848,0.024815215,0.0
899,0,0.9283472,0.07165285,0.0
900,0,0.9275162,0.072483756,0.0
901,0,0.97783417,0.02216583,0.0
902,1,0.23351824,0.76648176,0.0
903,1,0.034603834,0.96539617,1.0
904,0,0.9040622,0.09593777,0.0
905,0,0.9467818,0.05321816,0.0
906,1,0.49513668,0.5048633,1.0
907,0,0.806554,0.19344598,0.0
908,0,0.78728974,0.21271025,0.0
909,0,0.91670114,0.08329888,0.0
910,0,0.9255172,0.074482806,0.0
911,0,0.9846317,0.0153683,0.0
912,0,0.96078104,0.03921899,0.0
913,1,0.41759694,0.58240306,0.0
914,0,0.96548986,0.03451016,0.0
915,0,0.87635154,0.12364846,0.0
916,0,0.93657756,0.063422434,0.0
917,1,0.48956186,0.51043814,1.0
918,0,0.61570656,0.38429344,0.0
919,0,0.97886294,0.021137033,0.0
920,0,0.7536712,0.24632877,0.0
921,0,0.90173554,0.09826447,0.0
922,0,0.90534586,0.09465412,0.0
923,0,0.94108224,0.05891778,1.0
924,0,0.9467818,0.05321816,0.0
925,0,0.8227138,0.1772862,1.0
926,0,0.95756537,0.042434644,0.0
927,0,0.95518076,0.04481922,0.0
928,0,0.83153826,0.16846174,0.0
929,0,0.9255172,0.074482806,0.0
930,0,0.93767697,0.062323052,0.0
931,0,0.9108922,0.08910779,0.0
932,0,0.9142202,0.08577978,0.0
933,0,0.7939805,0.2060195,0.0
934,0,0.93947315,0.060526844,0.0
935,0,0.94096804,0.059031967,0.0
936,0,0.7489555,0.25104454,1.0
937,1,0.33933336,0.66066664,0.0
938,0,0.9258464,0.074153595,0.0
939,0,0.76016676,0.23983327,0.0
940,0,0.9793878,0.020612175,0.0
941,0,0.9012497,0.09875031,0.0
942,1,0.32764864,0.67235136,0.0
943,0,0.899804,0.10019601,0.0
944,0,0.87558377,0.12441622,0.0
945,1,0.21058458,0.7894154,1.0
946,0,0.884048,0.115952015,0.0
947,0,0.9727763,0.02722373,0.0
948,0,0.8036517,0.1963483,0.0
949,1,0.44165373,0.5583463,1.0
950,0,0.94271564,0.05728434,1.0
951,0,0.7759022,0.2240978,0.0
952,0,0.89145386,0.108546115,0.0
953,0,0.7977494,0.20225063,0.0
954,0,0.915722,0.08427798,0.0
955,0,0.96311414,0.03688587,0.0
956,0,0.8449879,0.15501206,0.0
957,0,0.9258464,0.074153595,0.0
958,0,0.9409244,0.059075568,0.0
959,0,0.9465231,0.0534769,0.0
960,0,0.8275674,0.17243259,1.0
961,0,0.7294201,0.27057987,1.0
962,0,0.9258464,0.074153595,0.0
963,0,0.94810045,0.05189957,0.0
964,0,0.8847588,0.11524123,0.0
965,0,0.9255172,0.074482806,0.0
966,0,0.9782497,0.021750275,0.0
967,1,0.37389815,0.62610185,1.0
968,0,0.9451833,0.054816704,0.0
969,0,0.76159525,0.23840474,1.0
970,0,0.930006,0.06999396,0.0
971,0,0.5337254,0.4662746,0.0
972,0,0.94252294,0.057477057,0.0
973,0,0.7435005,0.25649956,0.0
974,0,0.81739414,0.18260589,0.0
975,0,0.94096804,0.059031967,1.0
976,1,0.09135038,0.9086496,1.0
977,0,0.930006,0.06999396,0.0
978,0,0.85594565,0.14405437,0.0
979,0,0.85250354,0.14749648,0.0
980,0,0.8578914,0.1421086,0.0
981,0,0.69615626,0.30384377,0.0
982,1,0.16888142,0.8311186,1.0
983,0,0.93001974,0.06998027,0.0
984,0,0.8036517,0.1963483,0.0
985,0,0.930006,0.06999396,0.0
986,0,0.9558958,0.044104222,0.0
987,0,0.9549897,0.045010317,0.0
988,0,0.9845363,0.015463734,0.0
989,0,0.85580814,0.14419188,0.0
990,0,0.7012996,0.2987004,0.0
991,0,0.82730573,0.17269428,0.0
992,0,0.96510386,0.03489613,0.0
993,0,0.8696616,0.13033839,1.0
994,0,0.96510386,0.03489613,0.0
995,0,0.9305092,0.06949079,0.0
996,0,0.7931794,0.20682062,0.0
997,0,0.9371629,0.06283711,1.0
998,0,0.82173014,0.17826986,0.0
999,0,0.7745375,0.22546251,0.0
1000,0,0.8870436,0.11295642,0.0
1001,0,0.930006,0.06999396,0.0
1002,0,0.7534132,0.24658683,0.0
1003,0,0.9782497,0.021750275,0.0
1004,0,0.89146507,0.1085349,0.0
1005,0,0.7635716,0.2364284,0.0
1006,0,0.74415714,0.25584286,0.0
1007,0,0.94293815,0.057061825,0.0
1008,0,0.6438589,0.35614106,0.0
1009,0,0.8290565,0.17094351,0.0
1010,0,0.90445244,0.09554755,1.0
1011,0,0.9275162,0.072483756,0.0
1012,0,0.6442696,0.35573038,0.0
1013,0,0.70719606,0.29280394,1.0
1014,0,0.9820599,0.017940123,0.0
1015,0,0.93681484,0.06318516,1.0
1016,0,0.9040622,0.09593777,0.0
1017,0,0.9258464,0.074153595,0.0
1018,0,0.89740694,0.10259309,1.0
1019,0,0.899804,0.10019601,0.0
1020,1,0.21732742,0.7826726,1.0
1021,0,0.85749054,0.14250945,0.0
1022,1,0.24403965,0.75596035,0.0
1023,0,0.6836276,0.3163724,1.0
1024,0,0.7913418,0.20865825,0.0
1025,0,0.7238823,0.2761177,0.0
1026,0,0.9166415,0.083358504,0.0
1027,0,0.8495238,0.15047625,1.0
1028,0,0.9166415,0.083358504,0.0
1029,1,0.13245559,0.8675444,0.0
1030,1,0.3367644,0.6632356,0.0
1031,0,0.89740694,0.10259309,0.0
1032,0,0.9255172,0.074482806,0.0
1033,1,0.07502085,0.92497915,1.0
1034,0,0.94096804,0.059031967,0.0
1035,0,0.894473,0.105527,1.0
1036,0,0.603706,0.39629403,0.0
1037,0,0.7970898,0.2029102,0.0
1038,0,0.9782497,0.021750275,0.0
1039,0,0.9258464,0.074153595,0.0
1040,1,0.2279942,0.7720058,1.0
1041,0,0.9845363,0.015463734,0.0
1042,0,0.9186185,0.0813815,0.0
1043,0,0.9308803,0.06911972,0.0
1044,0,0.89740694,0.10259309,0.0
1045,0,0.9209944,0.07900562,0.0
1046,0,0.96311414,0.03688587,0.0
1047,0,0.96510386,0.03489613,0.0
1048,0,0.9255172,0.074482806,0.0
1049,0,0.930006,0.06999396,0.0
1050,0,0.5857907,0.4142093,1.0
1051,0,0.8171211,0.1828789,0.0
1052,0,0.9845363,0.015463734,0.0
1053,1,0.13673466,0.86326534,0.0
1054,0,0.7329921,0.2670079,0.0
1055,0,0.9465231,0.0534769,0.0
1056,0,0.9255172,0.074482806,0.0
1057,0,0.6984153,0.3015847,0.0
1058,0,0.907393,0.09260705,1.0
1059,0,0.830012,0.16998796,0.0
1060,0,0.8705315,0.1294685,0.0
1061,0,0.9329687,0.06703134,0.0
1062,0,0.78512764,0.21487235,0.0
1063,0,0.9258464,0.074153595,0.0
1064,0,0.930006,0.06999396,0.0
1065,1,0.11057389,0.8894261,1.0
1066,0,0.55411047,0.44588953,0.0
1067,0,0.8154061,0.18459393,1.0
1068,0,0.94096804,0.059031967,0.0
1069,0,0.5302508,0.46974924,1.0
1070,0,0.9793482,0.02065182,1.0
1071,0,0.88127536,0.11872467,0.0
1072,0,0.71936345,0.28063652,1.0
1073,0,0.66182923,0.33817074,0.0
1074,0,0.64776707,0.35223296,0.0
1075,0,0.96809876,0.031901248,0.0
1076,0,0.8733865,0.12661347,0.0
1077,0,0.8290565,0.17094351,1.0
1078,1,0.03547722,0.9645228,1.0
1079,0,0.8731523,0.12684768,0.0
1080,0,0.94096804,0.059031967,0.0
1081,0,0.6842762,0.31572378,1.0
1082,0,0.930006,0.06999396,0.0
1083,1,0.47863007,0.52136993,1.0
1084,0,0.839509,0.16049097,0.0
1085,0,0.86883974,0.13116026,0.0
1086,0,0.9860933,0.013906719,0.0
1087,0,0.924706,0.075293995,0.0
1088,0,0.9040622,0.09593777,0.0
1089,0,0.8252264,0.1747736,0.0
1090,1,0.35502046,0.64497954,1.0
1091,0,0.82183427,0.17816573,1.0
1092,0,0.9258464,0.074153595,0.0
1093,0,0.79400116,0.20599884,0.0
1094,0,0.9258464,0.074153595,0.0
1095,0,0.7822988,0.21770118,0.0
1096,0,0.86666137,0.13333863,0.0
1097,0,0.867882,0.13211797,0.0
1098,0,0.930006,0.06999396,0.0
1099,0,0.9718794,0.028120585,0.0
1100,0,0.9308803,0.06911972,0.0
1101,0,0.9212956,0.0787044,1.0
1102,1,0.25709397,0.74290603,0.0
1103,0,0.94096804,0.059031967,0.0
1104,0,0.85250354,0.14749648,0.0
1105,0,0.81696916,0.18303084,0.0
1106,0,0.9465231,0.0534769,0.0
1107,0,0.6054411,0.3945589,0.0
1108,0,0.9465231,0.0534769,0.0
1109,0,0.94271183,0.05728814,0.0
1110,0,0.96811855,0.031881463,0.0
1111,0,0.9251143,0.07488573,0.0
1112,0,0.96076155,0.039238468,0.0
1113,1,0.47359788,0.5264021,0.0
1114,0,0.87473035,0.12526962,1.0
1115,0,0.94934934,0.050650664,0.0
1116,1,0.30677933,0.6932207,1.0
1117,0,0.94096804,0.059031967,0.0
1118,0,0.8644576,0.13554241,0.0
1119,1,0.38240993,0.61759007,1.0
1120,0,0.9782497,0.021750275,0.0
1121,0,0.9845363,0.015463734,0.0
1122,0,0.9258464,0.074153595,0.0
1123,0,0.82225,0.17775002,0.0
1124,0,0.7566073,0.24339272,1.0
1125,0,0.88699305,0.11300693,0.0
1126,1,0.17096698,0.829033,1.0
1127,1,0.073174596,0.9268254,1.0
1128,0,0.899804,0.10019601,0.0
1129,0,0.85432726,0.14567274,0.0
1130,0,0.902775,0.09722503,0.0
1131,0,0.93767697,0.062323052,0.0
1132,1,0.18033856,0.81966144,0.0
1133,0,0.96510386,0.03489613,0.0
1134,0,0.81318927,0.18681075,0.0
1135,0,0.9782497,0.021750275,0.0
1136,0,0.83821905,0.16178092,0.0
1137,0,0.92510235,0.074897625,0.0
1138,0,0.80240387,0.19759612,1.0
1139,0,0.84282434,0.15717566,0.0
1140,0,0.7067069,0.29329312,0.0
1141,0,0.87900925,0.12099072,0.0
1142,1,0.13693655,0.86306345,0.0
1143,0,0.6513246,0.34867537,0.0
1144,0,0.9465231,0.0534769,0.0
1145,0,0.9785734,0.02142662,0.0
1146,0,0.72944784,0.27055213,0.0
1147,1,0.3062964,0.6937036,0.0
1148,0,0.7607184,0.23928158,1.0
1149,0,0.95094985,0.04905014,0.0
1150,0,0.7035137,0.29648632,1.0
1151,1,0.24873883,0.7512612,0.0
1152,0,0.91848683,0.08151314,0.0
1153,0,0.53564787,0.46435216,1.0
1154,0,0.9465231,0.0534769,0.0
1155,0,0.91848683,0.08151314,0.0
1156,0,0.8940911,0.105908886,0.0
1157,0,0.6540581,0.3459419,0.0
1158,0,0.9265629,0.07343708,0.0
1159,0,0.98013794,0.019862033,1.0
1160,0,0.9778709,0.022129137,0.0
1161,0,0.9255172,0.074482806,0.0
1162,0,0.9308803,0.06911972,0.0
1163,1,0.30305356,0.69694644,0.0
1164,0,0.93073213,0.06926789,0.0
1165,0,0.9112377,0.08876227,0.0
1166,0,0.95151466,0.048485324,0.0
1167,1,0.27501446,0.72498554,0.0
1168,0,0.9040622,0.09593777,0.0
1169,0,0.88284737,0.11715265,0.0
1170,0,0.8049381,0.19506189,0.0
1171,0,0.589144,0.41085604,0.0
1172,0,0.9163509,0.08364909,1.0
1173,0,0.84858847,0.15141156,0.0
1174,1,0.018742085,0.9812579,1.0
1175,0,0.98655754,0.013442483,0.0
1176,0,0.89740694,0.10259309,1.0
1177,0,0.9465231,0.0534769,0.0
1178,0,0.8495238,0.15047625,0.0
1179,0,0.9711439,0.028856117,0.0
1180,0,0.97334313,0.026656875,0.0
1181,0,0.6314565,0.36854354,0.0
1182,1,0.08051711,0.9194829,0.0
1183,1,0.3019836,0.6980164,0.0
1184,0,0.98910123,0.0108987745,0.0
1185,1,0.31109935,0.68890065,0.0
1186,0,0.9485811,0.051418897,1.0
1187,0,0.8206427,0.17935728,0.0
1188,0,0.57557654,0.4244235,0.0
1189,0,0.7566073,0.24339272,0.0
1190,0,0.930006,0.06999396,0.0
1191,0,0.95094985,0.04905014,0.0
1192,0,0.61958724,0.38041276,1.0
1193,0,0.9845363,0.015463734,0.0
1194,0,0.94252294,0.057477057,0.0
